PostID,Date,Platform,ContentType,Campaign,PostHour,Impressions,Reach,Engagements,Likes,Comments,Shares,Clicks,Saves,VideoViews,FollowersGained,AdSpend,TargetAudience,PostCaption,HashtagCount,MediaCount,IsSponsored,InfluencerID,SentimentScore,CTR,EngagementRate,CostPerEngagement,ReachRate,ClickThroughRate,VideoViewRate,SaveRate,FollowerGrowthRate,ROI
POST_00283,2025-03-24,Instagram,Image,Back to School,94.0,15887.0,28427.0,1982.0,1872.0,336.0,609.0,726.0,214.0,20702.0,204.0,223.1907711531324,18-24,Sample post caption 283,6.0,16.0,False,INF_090,0.0,92.0001,43.480000000000004,192.1126,224.93,116.57,303.35,0.0,181.66,114.64
POST_00108,2025-10-12,TikTok,Image,Holiday Campaign 2024,95.0,22326.0,27955.0,792.0,1633.0,379.0,320.0,117.0,620.0,3236.0,0.0,463.40694284005986,55+,Sample post caption 108,200.0,40.0,False,INF_014,81.33,117.1136,196.55,0.0,112.21,181.52,30.14,0.0,0.0,1.6200000000000045
POST_04437,2025-09-24,Instagram,Text,Summer Sale 2024,199.0,9642.0,17443.0,3972.0,288.0,25.0,577.0,1046.0,398.0,17240.0,193.0,193.32261550029085,25-34,Sample post caption 4437,73.0,87.0,True,,193.23,35.0736,183.19,21.0487,209.91,94.85,178.26,131.54,0.0,182.53
POST_03750,2025-06-26,YouTube,Image,New Year Promo,111.0,18710.0,4064.0,2676.0,1978.0,563.0,637.0,514.0,439.0,2810.0,254.0,37.3076215316438,55+,  Sample post caption 3750  ,72.0,50.0,False,INF_081,0.0,138.0567,0.0,108.0139,132.72,66.75,113.12,137.36,25.0,665.87
POST_04398,2025-02-02,Facebook,Video,Paid Ads Q2,0.0,8401.0,8205.0,828.0,692.0,80.0,392.0,1633.0,253.0,85.0,153.0,476.1168581366865,35-44,Sample post caption 4398,184.0,150.0,False,,129.8,106.1447,82.86,0.0,278.67,12.440000000000001,133.95,93.04,147.47,191.49
POST_04621,2024-05-29,YouTube,Video,Flash Sale March,48.0,39623.0,25397.0,2592.0,573.0,342.0,929.0,534.0,280.0,1354.0,310.0,102.06360637679113,18-24,Sample post caption 4621,74.0,0.0,False,,65.93,13.0941,123.54,84.0394,218.1,0.0,150.96,24.67,0.0,286.6
POST_00686,2026-01-06,Twitter,Text,Influencer Collab,43.0,6981.0,25818.0,824.0,1619.0,195.0,518.0,1082.0,424.0,13780.0,70.0,240.31023945953643,45-54,Sample post caption 686,193.0,146.0,False,,194.6,98.0421,49.8,29.2916,398.83,51.5,333.86,182.21,114.28,210.13
POST_00816,2025-04-20,Twitter,Image,Video Series 2025,133.0,47779.0,3671.0,1367.0,2541.0,401.0,184.0,1062.0,153.0,23970.0,41.0,321.9013157054385,55+,Sample post caption 816,39.0,18.0,False,,184.03,143.0669,47.86,119.2355,13.68,196.22,24.04,17.05,0.0,121.96
POST_02162,2025-02-08,LinkedIn,VID,Product Launch Alpha,196.0,4258.0,15398.0,6441.473277541866,2813.997883697149,117.0,119.0,857.0,690.0,7340.0,147.0,492.4313691670466,35-44,Sample post caption 2162,171.0,54.0,False,INF_061,78.27,167.0821,209.58,137.2069,557.63,210.13,351.15999999999997,48.04,198.56,101.02
POST_04443,2024-10-31,Instagram,Image,Influencer Collab,0.0,42686.0,9433.0,2883.0,3018.0,338.0,776.0,1187.0,561.0,14100.0,115.0,272.8879797468188,18-24,Sample post caption 4443,90.0,0.0,True,,182.23,0.0,119.75,36.0947,90.1,135.78,47.1,93.31,45.47,251.49
POST_03458,2024-12-03,LinkedIn,Video,Summer Sale 2024,40.0,46234.0,21579.0,378.0,1070.0,373.0,389.0,1070.0,237.0,16528.0,241.0,161.0525729176975,18-24,Sample post caption 3458,102.0,26.0,False,,40.96,16.0907,174.82,15.4261,26.67,190.31,232.67000000000002,112.4,178.12,359.19
POST_02591,2025-09-15,TikTok,Image,,55.0,11057.0,22573.0,2552.0,2473.0,656.0,625.0,225.0,541.0,22990.0,377.0,352.851153483201,18-24,Sample post caption 2591,154.0,95.0,False,INF_039,109.13,143.0052,144.07999999999998,190.1383,284.15,100.03,350.71000000000004,71.89,42.03,0.0
POST_04471,2025-12-11,YouTube,Video,Organic Growth,177.0,21272.0,11227.0,2012.0,1610.0,445.0,148.0,1387.0,210.0,8976.0,40.0,282.7420202797506,25-34,Sample post caption 4471,74.0,164.0,False,INF_082,0.0,166.114,64.46000000000001,166.1405,96.78,124.52,198.3,33.9,189.19,296.28
POST_03701,2024-08-14,LinkedIn,Reel,Brand Refresh,0.0,45313.0,28930.0,1321.0,1435.0,260.0,267.0,307.0,520.0,14411.0,224.0,491.0442850999674,45-54,Sample post caption 3701,86.0,137.0,True,,175.76,103.1144,145.92,7.3717,51.84,123.68,170.49,8.81,0.0,0.0
POST_00026,2025-07-28,TikTok,Video,Retargeting Campaign,76.0,35220.0,16813.0,1265.0,551.0,209.0,603.0,630.0,38.0,945.0,156.0,235.363349285225,18-24,Sample post caption 26,189.0,60.0,False,,181.18,81.1373,0.0,0.0,105.74000000000001,183.79,0.0,96.07,105.07,77.84
POST_00692,2025-03-17,Instagram,Image,,26.0,1125.0,1948.0,3739.0,2572.0,617.0,632.0,1333.0,268.0,5160.0,167.0,-51.9879691852398,18-24,Sample post caption 692,64.0,55.0,False,,0.0,50.1073,341.36,0.0,259.15999999999997,146.49,610.53,44.04,89.31,165.73
POST_00976,2024-02-11,Instagram,Reel,Organic Growth,211.0,25223.0,4256.0,1289.0,1056.0,15.0,689.0,256.0,270.0,21282.0,414.0,56.38489688362169,18-24,Sample post caption 976,172.0,0.0,False,,121.8,0.0,201.11,0.0,182.87,0.0,132.39,0.0,193.47,97.01
POST_03700,2025-06-17,Instagram,Carousel,Flash Sale March,159.0,31789.0,23444.0,4851.0,1998.0,466.0,443.0,564.0,269.0,9020.0,0.0,123.3342195418819,55+,Sample post caption 3700,192.0,126.0,False,INF_014,1.08,0.0,201.26,79.0254,86.75,81.77,91.33,0.0,0.0,292.65
POST_00334,2025-09-03,Facebook,Video,Brand Refresh,0.0,35430.0,17801.0,2820.0,1980.0,154.0,143.0,889.0,362.0,24414.0,0.0,17.156939018173667,25-34,Sample post caption 334,190.0,204.0,False,,0.94,16.1049,74.96,121.0061,174.24,183.51,110.9,81.84,0.0,2527.79
POST_01825,2025-12-14,LinkedIn,Image,Flash Sale March,0.0,45029.0,633.0,2402.0,1961.0,364.0,544.0,982.0,428.0,14781.0,192.0,33.68954123115386,45-54,Sample post caption 1825,187.0,113.0,False,INF_088,0.0,89.1468,140.33,142.014,78.41,5.18,195.7,57.86,156.91,1395.43
POST_01663,2024-08-30,YouTube,Video,Spring Collection,87.0,30362.0,15526.0,4977.0,1919.0,388.0,725.0,1806.0,217.0,14067.0,275.0,,35-44,Sample post caption 1663,58.0,113.0,True,,17.66,158.0602,172.39,166.1002,231.14,45.95,158.75,0.0,195.45,139.11
POST_03162,2024-11-02,Facebook,Image,User Generated Content,144.0,31281.0,2369.0,3977.0,2804.0,340.0,129.0,1512.0,471.0,5191.0,132.0,187.92631790995617,45-54,Sample post caption 3162,113.0,46.0,True,,99.81,0.0,59.71,99.0473,0.0,199.83,95.32,3.3899999999999997,96.08,381.29
POST_03339,2024-12-04,Twitter,Video,Paid Ads Q2,78.0,43734.0,663.0,1750.0,1492.0,374.0,26.0,614.0,308.0,3264.0,79.0,159.68549101743724,35-44,Sample post caption 3339,181.0,22.0,True,,0.0,188.137,108.0,128.0912,157.52,0.0,197.29,114.63,0.0,242.25
POST_03213,2025-11-28,Facebook,Image,Spring Collection,54.0,13325.0,10766.0,2897.0,1062.0,546.0,635.0,135.0,563.0,4783.0,127.0,136.99451242806433,18-24,Sample post caption 3213,0.0,87.0,True,,0.0,60.0268,169.74,50.0473,80.8,67.01,77.62,183.75,159.34,0.0
POST_01084,2026-06-21,YouTube,Video,,107.0,46366.0,18457.0,4372.0,1675.0,227.0,834.0,1519.0,193.0,22710.0,21.0,100.339965052541,35-44,Sample post caption 1084,0.0,0.0,True,,184.21,10.0041,170.43,5.023,0.0,89.28,130.78,167.23,120.32,614.93
POST_03651,2025-09-21,TikTok,Image,Spring Collection,26.0,31093.0,15726.0,2820.0,2285.0,343.0,466.0,150.0,168.0,6056.0,248.0,271.38322197518266,55+,Sample post caption 3651,0.0,130.0,False,,194.01,74.0402,130.07,86.0962,24.58,48.48,155.9,109.32,1.81,0.0
POST_04422,2026-06-02,Pinterest,Video,New Year Promo,62.0,30007.0,21916.0,4742.0,936.0,509.0,361.0,304.0,530.0,5969.0,66.0,174.70359488297592,55+,Sample post caption 4422,137.0,127.0,True,,43.91,125.1134,197.8,0.0,44.040000000000006,145.01,124.82,114.55,190.09,180.0
POST_00669,2025-09-12,Facebook,Image,Brand Refresh,194.0,40211.0,20150.0,1949.0,1892.0,486.0,371.0,261.0,653.0,3035.0,435.0,69.12302225058126,45-54,Sample post caption 669,26.0,197.0,True,,0.0,157.1339,127.85,0.0,117.11,36.65,0.0,4.33,0.0,193.79000000000002
POST_01785,2025-01-15,LinkedIn,Text,Retargeting Campaign,44.0,44364.0,21391.0,2715.0,2827.0,160.0,213.0,270.0,396.0,13784.0,199.0,90.64085172016634,45-54,Sample post caption 1785,71.0,0.0,False,,79.39,166.0859,0.0,140.0334,216.22,157.61,16.1,140.82,14.02,43.94
POST_01351,2024-10-02,YouTube,Image,  New Year Promo  ,160.0,42725.0,22559.0,2361.0,2376.0,596.0,630.0,,334.0,22478.0,55.0,34.81932048115116,55+,Sample post caption 1351,0.0,167.0,False,,61.25,192.1387,13.530000000000001,30.0147,56.8,175.67,74.53,195.78,121.92,2169.5
POST_02863,2025-07-09,Pinterest,Image,Holiday Campaign 2024,33.0,40025.0,25028.0,4865.0,899.0,140.0,971.0,566.0,422.0,1605.0,273.0,0.2026775951678439,25-34,Sample post caption 2863,53.0,120.0,False,,31.65,82.1452,76.15,200.0,221.53,178.41,22.91,0.0,86.5,139669.63
POST_00786,2025-05-21,YouTube,Reel,Spring Collection,125.0,30004.0,9462.0,1068.0,1236.0,515.0,374.0,66.0,340.0,3882.0,139.0,388.4499624606266,25-34,Sample post caption 786,186.0,95.0,False,,188.22,0.0,0.0,117.3637,33.54,147.22,102.72,7.21,78.34,0.0
POST_00798,2024-04-19,Twitter,Live,Flash Sale March,218.0,,11321.0,2936.0,1967.0,202.0,520.0,195.0,516.0,21349.0,103.0,350.6237212011866,45-54,Sample post caption 798,94.0,176.0,False,,0.0,0.0,149.67,135.1194,81.15,0.0,52.95,0.0,7.98,0.0
POST_04855,2025-01-30,LinkedIn,Story,Summer Sale 2024,0.0,44472.0,25992.0,4885.0,588.0,82.0,742.0,1036.0,147.0,9808.0,441.0,162.0908761878691,18-24,Sample post caption 4855,134.0,180.0,True,,0.0,153.0617,106.98,110.0332,8.450000000000003,0.0,130.94,0.0,160.03,280.57
POST_01392,2024-11-18,Facebook,Video,Flash Sale March,78.0,13246.0,27213.0,798.0,2821.0,342.0,536.0,1330.0,376.0,6935.0,83.0,467.8708943980668,18-24,Sample post caption 1392,0.0,119.0,False,,0.0,60.1124,11.02,32.5863,283.44,184.04,36.17,61.8,55.18,180.13
POST_04908,2024-10-11,Instagram,Image,Brand Awareness Q1,0.0,24424.0,21466.0,4380.0,2410.0,0.0,479.0,1291.0,357.0,13953.0,136.0,476.4564202057061,18-24,Sample post caption 4908,81.0,19.0,True,,187.04,193.096,137.93,139.1088,50.89,172.29,225.2,43.75,192.6,86.47999999999999
POST_04692,2025-11-29,Instagram,Video,Summer Sale 2024,0.0,17465.0,2382.0,1024.0,2917.0,0.0,909.0,646.0,26.0,17981.0,264.0,489.5089587511272,25-34,Sample post caption 4692,40.0,0.0,False,,171.61,138.0025,0.0,23.478,74.64,117.7,168.3,0.0,154.49,0.0
POST_04900,2025-12-19,YouTube,Image,Holiday Campaign 2024,217.0,23365.0,20437.0,2926.0,1574.0,344.0,340.0,936.0,309.0,12045.0,75.0,344.3061912424342,45-54,Sample post caption 4900,129.0,34.0,False,,0.0,83.0625,51.519999999999996,142.1177,195.47,0.0,83.0,172.74,0.0,28.93
POST_03422,2024-07-09,LinkedIn,Video,,58.0,21745.0,4711.0,125.0,3101.0,130.0,7.0,1836.0,225.0,6804.0,313.0,449.0436141703769,35-44,Sample post caption 3422,13.0,0.0,False,,77.22,105.1268,125.57,53.5923,57.66,0.0,171.54,132.9,67.03,112.43
POST_01884,2024-07-31,TikTok,Video,Influencer Collab,123.0,433.0,22413.0,1181.0,1869.0,411.0,759.0,958.0,486.0,20240.0,82.0,453.54608688542055,45-54,Sample post caption 1884,175.0,54.0,False,,54.14,109.0215,411.75,97.384,5251.21,268.25,4844.96,96.16,76.43,109.61
POST_02327,2026-01-26,TikTok,Image,,18.0,48646.0,2444.0,3127.0,2327.0,143.0,256.0,431.0,104.0,20070.0,44.0,467.80087086565834,35-44,Sample post caption 2327,0.0,160.0,False,,161.76,74.093,66.43,127.1496,125.02,0.0,225.18,47.09,44.0,78.07
POST_04845,2026-02-04,Facebook,Image,Influencer Collab,79.0,41518.0,7545.0,4032.0,818.0,16.0,473.0,795.0,87.0,8966.0,45.0,27.22379515348755,35-44,Sample post caption 4845,120.0,100.0,False,,0.0,86.1333,185.71,187.0068,181.17000000000002,168.91,55.44,164.11,0.0,1386.12
POST_02715,2025-11-02,Facebook,Image,Brand Refresh,12.0,31647.0,28303.0,2396.0,1054.0,283.0,344.0,944.0,658.0,542.0,103.0,314.03270166540426,18-24,Sample post caption 2715,0.0,0.0,False,,38.63,201.2636,186.57,0.0,252.43,132.98,121.62,104.48,0.0,48.3
POST_00384,2025-05-07,YouTube,Image,Summer Sale 2024,203.0,23270.0,10657.0,618.0,496.0,598.0,680.0,1280.0,249.0,14187.0,107.0,140.1239579486318,18-24,Sample post caption 384,59.0,74.0,False,,192.96,0.0,0.0,56.2267,229.8,0.0,86.11,59.37,0.0,311.74
POST_02717,2024-10-06,LinkedIn,Image,Brand Refresh,0.0,42598.0,27794.0,1950.0,1590.0,197.0,631.0,886.0,671.0,10332.0,251.0,484.19256081049025,25-34,Sample post caption 2717,30.0,29.0,False,,24.71,0.0,0.0,153.2483,181.25,180.08,71.16,0.3899999999999999,75.47,128.49
POST_04605,2026-04-14,TikTok,Carousel,Brand Refresh,0.0,34522.0,4077.0,2520.0,1446.0,310.0,232.0,1595.0,377.0,9741.0,208.0,120.82383186030305,45-54,Sample post caption 4605,146.0,94.0,False,,109.57,166.1183,60.3,109.0479,177.81,14.620000000000001,0.0,6.73,0.0,615.05
POST_00633,2024-08-21,Twitter,Image,Brand Awareness Q1,34.0,5054.0,21490.0,4773.0,719.0,200.0,464.0,719.0,402.0,5160.0,164.0,95.07132709413851,25-34,Sample post caption 633,126.0,160.0,True,,0.0,188.0182,234.44,55.0199,468.21,71.23,257.27,47.11,21.96,435.14
POST_01184,2024-11-05,YouTube,Live,Spring Collection,0.0,46058.0,2209.0,158.0,2770.0,548.0,856.0,1850.0,425.0,13935.0,11.0,123.4995398360098,25-34,Sample post caption 1184,29.0,157.0,True,INF_055,90.77,0.0,0.0,91.7816,119.8,0.0,110.16,100.51,0.0,791.99
POST_03050,2025-03-04,Instagram,Image,Brand Awareness Q1,130.0,,17909.0,4246.0,248.0,529.0,127.0,1867.0,185.0,14798.0,421.0,497.22200032591,35-44,Sample post caption 3050,153.0,185.0,True,,1.21,39.0319,218.11,77.1171,357.37,0.0,304.94,0.0,40.67,225.74
POST_01238,2025-09-25,Twitter,Carousel,Brand Awareness Q1,161.0,45865.0,17768.0,649.0,428.0,442.0,505.0,1984.0,385.0,22458.0,167.0,92.66976326077547,45-54,Sample post caption 1238,4.0,146.0,True,,129.83,52.011,141.42,15.1428,152.74,27.33,207.9,7.57,177.89,964.47
POST_01892,2024-05-31,Instagram,Reel,Video Series 2025,31.0,3757.0,29892.0,439.0,2279.0,377.0,261.0,171.0,305.0,23963.0,173.0,164.97377883791165,  55+  ,Sample post caption 1892,38.0,111.0,False,,105.67,46.0591,178.68,2.3758,809.63,140.55,733.77,47.03,0.0,0.0
POST_04851,2026-07-08,Pin,Carousel,Summer Sale 2024,180.0,9864.0,19342.0,3511.0,2731.0,185.0,80.0,1380.0,129.0,24768.0,415.0,334.91818095404784,35-44,Sample post caption 4851,105.0,0.0,True,,74.96,165.0063,38.59,8.0954,276.09000000000003,135.99,433.33000000000004,68.53,100.44,219.01999999999998
POST_03839,2026-06-03,YouTube,Reel,Brand Awareness Q1,166.0,8400.0,23234.0,3756.0,3007.0,320.0,453.0,732.0,91.0,7493.0,7.0,336.8704897774893,55+,Sample post caption 3839,0.0,86.0,False,,52.22,54.1164,62.71,130.0897,400.6,13.71,137.82999999999998,57.05,93.82,75.65
POST_00626,2026-07-29,Instagram,Story,,142.0,13293.0,13407.0,463.0,1957.0,372.0,601.0,1391.0,670.0,1143.0,225.0,309.76424188387546,25-34,Sample post caption 626,170.0,26.0,False,INF_012,51.77,0.0,48.48,76.669,245.86,33.46,166.91,122.63,0.0,159.53
POST_03688,2024-11-22,Instagram,Image,Influencer Collab,42.0,16590.0,24353.0,4041.0,2447.0,295.0,857.0,1179.0,223.0,24006.0,42.0,443.34361358764784,18-24,Sample post caption 3688,0.0,152.0,False,,0.0,136.1103,8.36,117.1097,299.78999999999996,51.11,135.66,0.0,147.91,0.0
POST_03865,2026-02-20,Facebook,Image,Flash Sale March,204.0,15313.0,7187.0,2820.0,1613.0,455.0,776.0,1067.0,252.0,20454.0,0.0,73.62933284979938,35-44,Sample post caption 3865,108.0,14.0,False,,66.15,108.0376,6.420000000000002,147.0261,105.93,67.97,111.61000000000001,143.8,0.0,756.58
POST_02228,2024-09-06,Twitter,Image,Organic Growth,0.0,38713.0,9956.0,4642.0,1583.0,542.0,261.0,336.0,296.0,24749.0,0.0,237.40556437473796,18-24,Sample post caption 2228,144.0,0.0,True,,25.23,109.0099,128.99,0.0,161.72,167.87,80.04,98.66,9.83,154.76
POST_04651,2025-01-12,Facebook,Video,Holiday Campaign 2024,81.0,35555.0,3528.0,1098.0,2074.0,147.0,672.0,1593.0,652.0,20209.0,145.0,65.8485799254535,35-44,Sample post caption 4651,36.0,23.0,True,,140.6,48.0292,34.09,53.06,203.92,115.48,91.69,79.51,60.0,1212.59
POST_00450,2025-11-04,Facebook,  Image  ,Spring Collection,149.0,31589.0,27994.0,2074.0,2224.0,302.0,328.0,1216.0,144.0,872.0,117.0,372.9197766466287,18-24,Sample post caption 450,55.0,52.0,False,,71.14,86.0738,107.57,175.1798,46.620000000000005,99.85,99.41,127.24,0.0,229.04
POST_04430,2025-02-05,TikTok,Story,User Generated Content,87.0,34454.0,13537.0,4577.0,2777.0,162.0,592.0,1163.0,489.0,7915.0,359.0,264.76527736297135,45-54,Sample post caption 4430,0.0,0.0,True,,185.3,48.0796,193.28,187.0578,103.28999999999999,39.38,0.0,0.0,77.31,211.63
POST_01273,2025-12-06,TikTok,Image,Influencer Collab,152.0,9279.0,13873.0,122.0,1496.0,294.0,200.0,1665.0,655.0,12436.0,81.0,407.93392576830604,55+,Sample post caption 1273,76.0,58.0,False,,109.39,25.0974,70.31,183.3437,310.51,147.94,113.32,41.93,175.86,276.08
POST_02312,2026-05-01,YouTube,Video,Spring Collection,184.0,33397.0,17110.0,4678.0,1188.0,37.0,567.0,1168.0,404.0,21550.0,85.0,326.3908978693598,45-54,Sample post caption 2312,206.0,42.0,False,,144.81,184.0855,8.01,163.0698,53.23,0.0,150.95,197.97,199.01,95.93
POST_04388,2025-03-18,Facebook,Video,Paid Ads Q2,221.0,40572.0,949.0,117.0,202.0,402.0,591.0,118.0,602.0,11460.0,295.0,299.8282195716818,25-34,Sample post caption 4388,79.0,83.0,True,,0.0,80.0007,0.0,0.0,77.34,0.0,0.0,150.17,25.92,118.68
POST_03264,2025-10-12,Facebook,Image,,53.0,7988.0,6292.0,4475.0,1222.0,62.0,584.0,186.0,551.0,22070.0,156.0,495.9580791250168,55+,Sample post caption 3264,59.0,79.0,False,INF_023,186.37,11.0359,198.02,0.0,147.76999999999998,0.0,444.94,90.72,85.37,63.75
POST_02537,2024-05-30,TikTok,Text,Back to School,156.0,3957.0,19456.0,2311.0,2448.0,309.0,691.0,695.0,467.0,15872.0,238.0,324.2042670859293,25-34,Sample post caption 2537,138.0,73.0,True,INF_095,87.32,104.0024,202.4,120.1403,619.69,46.56,410.12,58.54,134.24,56.19
POST_03637,2024-09-10,YouTube,Story,Holiday Campaign 2024,197.0,19420.0,9950.0,264.0,591.0,633.0,374.0,1595.0,0.0,23651.0,174.0,381.7828436960438,18-24,Sample post caption 3637,185.0,0.0,True,,0.0,172.1117,181.36,13.4461,186.24,201.21,252.93,136.01,99.57,286.89
POST_00374,2026-05-06,LinkedIn,Text,Brand Refresh,179.0,45187.0,23057.0,2414.0,2735.0,351.0,588.0,166.0,517.0,8460.0,126.0,33.75765685607457,18-24,Sample post caption 374,182.0,149.0,False,,0.0,128.1046,2.34,119.014,227.03,200.37,0.0,192.14,0.0,289.87
POST_04499,2025-12-02,Instagram,Reel,Flash Sale March,201.0,2522.0,15627.0,4019.0,1400.0,149.0,212.0,1861.0,727.0,2415.0,75.0,244.07934093337403,45-54,Sample post caption 4499,107.0,69.0,False,,116.67,190.1468,169.36,0.0,735.63,254.79000000000002,239.74,0.0,70.87,348.23
POST_00990,2025-07-31,TikTok,Story,Video Series 2025,197.0,11104.0,15376.0,1875.0,581.0,478.0,655.0,572.0,392.0,4701.0,273.0,396.2738944266388,45-54,Sample post caption 990,17.0,171.0,True,,0.0,0.0,0.0,135.2113,259.47,64.15,160.89,189.83,113.89,145.17000000000002
POST_01340,2024-04-03,Facebook,Video,New Year Promo,61.0,39238.0,22763.0,1398.0,1636.0,268.0,318.0,636.0,401.0,5468.0,318.0,273.16617723400725,18-24,Sample post caption 1340,60.0,58.0,False,,23.67,155.0109,63.56,0.0,35.01,0.0,149.75,125.07,20.72,126.41
POST_01683,2026-07-21,LinkedIn,Story,Summer Sale 2024,0.0,12302.0,4273.0,4420.0,1540.0,25.0,68.0,876.0,534.0,11637.0,245.0,19.76653733132433,55+,Sample post caption 1683,0.0,54.0,False,,0.0,129.0835,175.93,13.0045,217.73,30.12,275.64,138.58,115.22,2313.87
POST_04744,2024-08-06,Pinterest,Carousel,Product Launch Alpha,0.0,21186.0,29547.0,4994.0,1699.0,561.0,706.0,1075.0,529.0,9963.0,51.0,356.206552392797,55+,Sample post caption 4744,55.0,178.0,False,,168.83,16.0216,56.57,160.0713,324.46000000000004,0.0,170.98,75.06,36.31,59.9
POST_00644,2024-10-12,Instagram,Video,Retargeting Campaign,85.0,46816.0,4871.0,480.0,2221.0,616.0,341.0,583.0,302.0,22805.0,434.0,435.61788085344295,35-44,Sample post caption 644,62.0,74.0,False,INF_046,196.41,186.0892,65.03,157.9075,0.0,183.25,179.49,167.65,0.0,70.92
POST_04943,2024-02-26,TikTok,Image,Video Series 2025,175.0,32894.0,7855.0,103.0,848.0,640.0,567.0,732.0,89.0,5228.0,273.0,161.77244364412314,55+,Sample post caption 4943,30.0,77.0,True,,26.16,185.1326,0.0,146.5706,214.88,86.23,129.89,1.13,0.0,326.24
POST_00922,2025-11-26,Twitter,Reel,Spring Collection,197.0,11173.0,26784.0,1385.0,299.0,206.0,379.0,507.0,171.0,16674.0,175.0,52.477680288289974,18-24,Sample post caption 922,170.0,76.0,True,,42.71,159.0754,0.0,70.0379,189.72,28.54,236.02,20.21,106.6,572.06
POST_02398,2024-12-24,Facebook,Story,Flash Sale March,19.0,27316.0,10673.0,3207.0,1722.0,280.0,263.0,344.0,70.0,14627.0,346.0,91.72181514672873,35-44,Sample post caption 2398,0.0,149.0,False,,0.0,0.0,135.74,145.0286,189.07,32.26,114.83,68.01,155.25,217.51999999999998
POST_01847,2024-08-29,Facebook,Video,Organic Growth,148.0,14079.0,22268.0,791.0,1118.0,538.0,567.0,719.0,541.0,20041.0,310.0,384.12198498688355,45-54,Sample post caption 1847,185.0,0.0,True,,0.0,2.1322,111.62,108.4856,141.16,197.11,320.93,11.68,0.0,140.59
POST_04989,2025-05-23,TikTok,Image,New Year Promo,178.0,31504.0,9203.0,2039.0,1759.0,491.0,313.0,1426.0,0.0,14586.0,220.0,131.0747326218289,25-34,Sample post caption 4989,152.0,0.0,False,,0.0,123.003,116.47,0.0,190.21,173.53,66.78,158.01,133.43,507.96
POST_03950,2024-09-15,Instagram,Carousel,Summer Sale 2024,88.0,3695.0,20010.0,3700.0,1259.0,530.0,389.0,1980.0,339.0,291.0,267.0,247.323883568068,45-54,Sample post caption 3950,0.0,0.0,False,,57.15,81.0652,99.14,111.0668,716.54,119.59,31.63,0.0,142.02,462.28
POST_03124,2024-05-11,Twitter,Carousel,Paid Ads Q2,9.0,47043.0,20157.0,1730.0,559.0,360.0,812.0,783.0,508.0,17569.0,253.0,311.51271159851956,35-44,Sample post caption 3124,153.0,117.0,True,,0.0,16.1272,189.68,0.0,183.85,0.0,197.18,78.16,151.02,27.68
POST_01338,2024-09-13,LinkedIn,Image,Back to School,157.0,5580.0,25405.0,1577.0,1122.0,366.0,487.0,1772.0,60.0,12217.0,79.0,62.251189194075465,35-44,Sample post caption 1338,0.0,99.0,False,,46.17,162.0261,147.26,0.0,520.29,189.76,197.92,15.629999999999999,0.0,1356.27
POST_04662,2026-01-18,LinkedIn,Video,Summer Sale 2024,168.0,33722.0,11981.0,1688.0,114.0,91.0,196.0,1618.0,109.0,3927.0,359.0,285.44498439153995,25-34,Sample post caption 4662,175.0,124.0,False,INF_055,119.8,0.0,146.01,5.1691,111.53,198.8,135.76,89.01,42.64,341.41999999999996
POST_01086,2024-09-06,Twitter,Video,Summer Sale 2024,142.0,14302.0,6114.0,2398.0,2736.0,200.0,149.0,1224.0,620.0,2024.0,261.0,121.57252149474957,45-54,Sample post caption 1086,30.0,28.0,False,INF_033,0.0,34.0134,23.77,82.0507,35.75,0.0,92.85,184.98,196.7,522.4
POST_00860,2024-12-09,Facebook,Carousel,Holiday Campaign 2024,210.0,34894.0,29282.0,406.0,1685.0,425.0,928.0,1998.0,558.0,15661.0,160.0,330.8402772738906,18-24,  Sample post caption 860  ,133.0,68.0,False,INF_023,33.01,144.0598,165.16,0.0,252.92000000000002,118.73,109.64,0.0,112.69,358.96000000000004
POST_02791,2026-03-11,TikTok,Video,Holiday Campaign 2024,171.0,15409.0,3448.0,4697.0,489.0,556.0,71.0,897.0,81.0,24569.0,141.0,408.49711929599505,55+,Sample post caption 2791,101.0,42.0,0,INF_021,131.74,0.0,88.48,0.0,191.38,0.0,260.37,76.21,115.62,47.79
POST_01874,2024-12-07,TikTok,Video,Back to School,185.0,45217.0,14926.0,3872.0,2442.0,303.0,816.0,1000.0,583.0,3131.0,133.0,388.7566021224231,18-24,Sample post caption 1874,0.0,59.0,True,,14.33,119.036,65.56,191.1004,212.01,151.21,0.0,0.0,147.39,131.62
POST_01949,2024-02-01,Instagram,Story,,195.0,42559.0,8772.0,912.0,2052.0,445.0,761.0,898.0,153.0,24123.0,376.0,135.50248739834086,25-34,Sample post caption 1949,0.0,128.0,True,,77.91,27.129,43.14,172.1486,70.61,34.11,103.55,60.28,176.18,315.36
POST_00692,2025-03-17,Instagram,Image,,29.0,1125.0,1948.0,3739.0,2529.0,482.0,555.0,1333.0,212.0,5208.0,69.0,-51.9879691852398,18-24,Sample post caption 692,127.0,145.0,False,,0.0,97.1073,504.36,28.1333,367.15999999999997,208.49,591.53,212.04,12.309999999999999,183.73
POST_03028,2024-12-19,LinkedIn,Image,Paid Ads Q2,154.0,39806.0,20446.0,2838.0,1358.0,354.0,683.0,1810.0,198.0,8577.0,297.0,29.918297600581624,25-34,Sample post caption 3028,13.0,167.0,False,,109.99,166.0953,122.13,197.0105,242.36,36.55,37.18,95.28,190.55,3115.9
